datetime_utc,portfolio,symbol,action,qty,price_exec,slippage_bps,liquidity_impact_bps,fees,gross_amount,post_trade_cash,post_trade_position,signal_snapshot,rationale,run_id
2025-11-06T11:14:02.836512+00:00,portfolio_paper_aggressive_trades,FSLR,BUY,3.6061,277.58731,10.0,0.0,0.0,-1001.01,16996.99,3.6061,"{""TS"":0.641101,""NS"":0.218322,""CDS"":0.47199,""wT"":0.6,""wN"":0.4}",score>buy,19133735526
2025-11-06T11:14:02.836596+00:00,portfolio_paper_aggressive_trades,GOOGL,BUY,3.5169,284.62434,10.0,0.0,0.0,-1001.0,15995.99,3.5169,"{""TS"":0.630506,""NS"":0.194739,""CDS"":0.456199,""wT"":0.6,""wN"":0.4}",score>buy,19133735526
2025-11-06T11:14:02.837297+00:00,portfolio_paper_reasonable,AMZN,BUY,2.3977,250.495245,10.0,0.0,0.0,-600.61,19399.39,2.3977,"{""TS"":0.612164,""NS"":0.373769,""CDS"":0.516806,""wT"":0.6,""wN"":0.4}",score>buy,19133735526
2025-11-06T11:14:02.837392+00:00,portfolio_paper_reasonable,AAPL,BUY,2.2213,270.38011,10.0,0.0,0.0,-600.6,18798.79,2.2213,"{""TS"":0.590971,""NS"":0.365141,""CDS"":0.500639,""wT"":0.6,""wN"":0.4}",score>buy,19133735526
2025-11-06T11:14:02.837477+00:00,portfolio_paper_reasonable,FSLR,BUY,2.1636,277.58731,10.0,0.0,0.0,-600.59,18198.2,2.1636,"{""TS"":0.641101,""NS"":0.218322,""CDS"":0.47199,""wT"":0.6,""wN"":0.4}",score>buy,19133735526
2025-11-06T11:14:02.837555+00:00,portfolio_paper_reasonable,GOOGL,BUY,2.1101,284.62434,10.0,0.0,0.0,-600.59,17597.62,2.1101,"{""TS"":0.630506,""NS"":0.194739,""CDS"":0.456199,""wT"":0.6,""wN"":0.4}",score>buy,19133735526
2025-11-06T11:14:02.837631+00:00,portfolio_paper_reasonable,QQQ,BUY,0.9625,624.00338,10.0,0.0,0.0,-600.6,16997.02,0.9625,"{""TS"":0.460601,""NS"":0.386811,""CDS"":0.431085,""wT"":0.6,""wN"":0.4}",score>buy,19133735526
2025-11-06T11:14:02.837703+00:00,portfolio_paper_reasonable,ARCC,BUY,0.0007,20.39037,10.0,0.0,0.0,-0.01,16997.0,0.0007,"{""TS"":0.481402,""NS"":0.344535,""CDS"":0.426655,""wT"":0.6,""wN"":0.4}",score>buy,19133735526
2025-11-06T12:28:14.852118+00:00,portfolio_paper_aggressive_trades,AMZN,BUY,3.9961,250.495245,10.0,0.0,0.0,-1001.0,18999.0,3.9961,"{""TS"":0.612164,""NS"":0.376637,""CDS"":0.517954,""wT"":0.6,""wN"":0.4}",score>buy,19135580007
2025-11-06T12:28:14.852253+00:00,portfolio_paper_aggressive_trades,FSLR,BUY,3.6061,277.58731,10.0,0.0,0.0,-1001.01,17997.99,3.6061,"{""TS"":0.641101,""NS"":0.299169,""CDS"":0.504328,""wT"":0.6,""wN"":0.4}",score>buy,19135580007
2025-11-06T12:28:14.852347+00:00,portfolio_paper_aggressive_trades,AAPL,BUY,3.7022,270.38011,10.0,0.0,0.0,-1001.0,16996.99,3.7022,"{""TS"":0.590971,""NS"":0.357523,""CDS"":0.497592,""wT"":0.6,""wN"":0.4}",score>buy,19135580007
2025-11-06T12:28:14.852455+00:00,portfolio_paper_aggressive_trades,GOOGL,BUY,3.5169,284.62434,10.0,0.0,0.0,-1001.0,15995.99,3.5169,"{""TS"":0.630506,""NS"":0.186452,""CDS"":0.452885,""wT"":0.6,""wN"":0.4}",score>buy,19135580007
2025-11-06T12:28:14.853106+00:00,portfolio_paper_reasonable,AMZN,BUY,2.3977,250.495245,10.0,0.0,0.0,-600.61,19399.39,2.3977,"{""TS"":0.612164,""NS"":0.376637,""CDS"":0.517954,""wT"":0.6,""wN"":0.4}",score>buy,19135580007
2025-11-06T12:28:14.853199+00:00,portfolio_paper_reasonable,FSLR,BUY,2.1636,277.58731,10.0,0.0,0.0,-600.59,18798.8,2.1636,"{""TS"":0.641101,""NS"":0.299169,""CDS"":0.504328,""wT"":0.6,""wN"":0.4}",score>buy,19135580007
2025-11-06T12:28:14.853286+00:00,portfolio_paper_reasonable,AAPL,BUY,2.2213,270.38011,10.0,0.0,0.0,-600.6,18198.2,2.2213,"{""TS"":0.590971,""NS"":0.357523,""CDS"":0.497592,""wT"":0.6,""wN"":0.4}",score>buy,19135580007
2025-11-06T12:28:14.853392+00:00,portfolio_paper_reasonable,GOOGL,BUY,2.1101,284.62434,10.0,0.0,0.0,-600.59,17597.62,2.1101,"{""TS"":0.630506,""NS"":0.186452,""CDS"":0.452885,""wT"":0.6,""wN"":0.4}",score>buy,19135580007
2025-11-06T12:28:14.853517+00:00,portfolio_paper_reasonable,DE,BUY,1.2662,474.32385,10.0,0.0,0.0,-600.59,16997.03,1.2662,"{""TS"":0.524608,""NS"":0.291987,""CDS"":0.43156,""wT"":0.6,""wN"":0.4}",score>buy,19135580007
2025-11-06T12:28:14.853601+00:00,portfolio_paper_reasonable,SNOW,BUY,0.0001,264.98472,10.0,0.0,0.0,-0.03,16997.0,0.0001,"{""TS"":0.482943,""NS"":0.320101,""CDS"":0.417806,""wT"":0.6,""wN"":0.4}",score>buy,19135580007
2025-11-06T12:28:14.853676+00:00,portfolio_paper_reasonable,U,BUY,0.0001,42.41237,10.0,0.0,0.0,-0.0,16997.0,0.0001,"{""TS"":0.578357,""NS"":0.160501,""CDS"":0.411215,""wT"":0.6,""wN"":0.4}",score>buy,19135580007
2025-11-06T13:28:54.928272+00:00,portfolio_paper_aggressive_trades,FSLR,BUY,3.6061,277.58731,10.0,0.0,0.0,-1001.01,18998.99,3.6061,"{""TS"":0.641101,""NS"":0.329851,""CDS"":0.516601,""wT"":0.6,""wN"":0.4}",score>buy,19137210397
2025-11-06T13:28:54.928422+00:00,portfolio_paper_aggressive_trades,AAPL,BUY,3.7022,270.38011,10.0,0.0,0.0,-1001.0,17997.99,3.7022,"{""TS"":0.590971,""NS"":0.372636,""CDS"":0.503637,""wT"":0.6,""wN"":0.4}",score>buy,19137210397
2025-11-06T13:28:54.928518+00:00,portfolio_paper_aggressive_trades,AMZN,BUY,3.9961,250.495245,10.0,0.0,0.0,-1001.0,16996.99,3.9961,"{""TS"":0.612164,""NS"":0.337395,""CDS"":0.502257,""wT"":0.6,""wN"":0.4}",score>buy,19137210397
2025-11-06T13:28:54.928606+00:00,portfolio_paper_aggressive_trades,GOOGL,BUY,3.5169,284.62434,10.0,0.0,0.0,-1001.0,15995.99,3.5169,"{""TS"":0.630506,""NS"":0.193077,""CDS"":0.455535,""wT"":0.6,""wN"":0.4}",score>buy,19137210397
2025-11-06T13:28:54.929260+00:00,portfolio_paper_reasonable,FSLR,BUY,2.1636,277.58731,10.0,0.0,0.0,-600.59,19399.41,2.1636,"{""TS"":0.641101,""NS"":0.329851,""CDS"":0.516601,""wT"":0.6,""wN"":0.4}",score>buy,19137210397
2025-11-06T13:28:54.929380+00:00,portfolio_paper_reasonable,AAPL,BUY,2.2213,270.38011,10.0,0.0,0.0,-600.6,18798.82,2.2213,"{""TS"":0.590971,""NS"":0.372636,""CDS"":0.503637,""wT"":0.6,""wN"":0.4}",score>buy,19137210397
2025-11-06T13:28:54.929470+00:00,portfolio_paper_reasonable,AMZN,BUY,2.3977,250.495245,10.0,0.0,0.0,-600.61,18198.2,2.3977,"{""TS"":0.612164,""NS"":0.337395,""CDS"":0.502257,""wT"":0.6,""wN"":0.4}",score>buy,19137210397
2025-11-06T13:28:54.929552+00:00,portfolio_paper_reasonable,GOOGL,BUY,2.1101,284.62434,10.0,0.0,0.0,-600.59,17597.62,2.1101,"{""TS"":0.630506,""NS"":0.193077,""CDS"":0.455535,""wT"":0.6,""wN"":0.4}",score>buy,19137210397
2025-11-06T13:28:54.929632+00:00,portfolio_paper_reasonable,SNOW,BUY,2.2665,264.98472,10.0,0.0,0.0,-600.59,16997.03,2.2665,"{""TS"":0.482943,""NS"":0.332296,""CDS"":0.422684,""wT"":0.6,""wN"":0.4}",score>buy,19137210397
2025-11-06T13:28:54.929707+00:00,portfolio_paper_reasonable,CRWD,BUY,0.0001,534.56403,10.0,0.0,0.0,-0.05,16996.98,0.0001,"{""TS"":0.483465,""NS"":0.322899,""CDS"":0.419239,""wT"":0.6,""wN"":0.4}",score>buy,19137210397
2025-11-06T14:15:26.343564+00:00,portfolio_paper_aggressive_trades,FSLR,BUY,3.6061,277.58731,10.0,0.0,0.0,-1001.01,18998.99,3.6061,"{""TS"":0.641101,""NS"":0.365656,""CDS"":0.530923,""wT"":0.6,""wN"":0.4}",score>buy,19138526946
2025-11-06T14:15:26.343726+00:00,portfolio_paper_aggressive_trades,AMZN,BUY,3.9961,250.495245,10.0,0.0,0.0,-1001.0,17997.99,3.9961,"{""TS"":0.612164,""NS"":0.349785,""CDS"":0.507213,""wT"":0.6,""wN"":0.4}",score>buy,19138526946
2025-11-06T14:15:26.343869+00:00,portfolio_paper_aggressive_trades,AAPL,BUY,3.7022,270.38011,10.0,0.0,0.0,-1001.0,16996.99,3.7022,"{""TS"":0.590971,""NS"":0.327379,""CDS"":0.485534,""wT"":0.6,""wN"":0.4}",score>buy,19138526946
2025-11-06T14:15:26.343968+00:00,portfolio_paper_aggressive_trades,GOOGL,BUY,3.5169,284.62434,10.0,0.0,0.0,-1001.0,15995.99,3.5169,"{""TS"":0.630506,""NS"":0.212111,""CDS"":0.463148,""wT"":0.6,""wN"":0.4}",score>buy,19138526946
2025-11-06T14:15:26.344673+00:00,portfolio_paper_reasonable,FSLR,BUY,2.1636,277.58731,10.0,0.0,0.0,-600.59,19399.41,2.1636,"{""TS"":0.641101,""NS"":0.365656,""CDS"":0.530923,""wT"":0.6,""wN"":0.4}",score>buy,19138526946
2025-11-06T14:15:26.344776+00:00,portfolio_paper_reasonable,AMZN,BUY,2.3977,250.495245,10.0,0.0,0.0,-600.61,18798.8,2.3977,"{""TS"":0.612164,""NS"":0.349785,""CDS"":0.507213,""wT"":0.6,""wN"":0.4}",score>buy,19138526946
2025-11-06T14:15:26.344887+00:00,portfolio_paper_reasonable,AAPL,BUY,2.2213,270.38011,10.0,0.0,0.0,-600.6,18198.2,2.2213,"{""TS"":0.590971,""NS"":0.327379,""CDS"":0.485534,""wT"":0.6,""wN"":0.4}",score>buy,19138526946
2025-11-06T14:15:26.344976+00:00,portfolio_paper_reasonable,GOOGL,BUY,2.1101,284.62434,10.0,0.0,0.0,-600.59,17597.62,2.1101,"{""TS"":0.630506,""NS"":0.212111,""CDS"":0.463148,""wT"":0.6,""wN"":0.4}",score>buy,19138526946
2025-11-06T14:15:26.345057+00:00,portfolio_paper_reasonable,QQQ,BUY,0.9625,624.00338,10.0,0.0,0.0,-600.6,16997.02,0.9625,"{""TS"":0.460601,""NS"":0.389555,""CDS"":0.432183,""wT"":0.6,""wN"":0.4}",score>buy,19138526946
2025-11-06T14:15:26.345130+00:00,portfolio_paper_reasonable,SNOW,BUY,0.0001,264.98472,10.0,0.0,0.0,-0.03,16996.99,0.0001,"{""TS"":0.482943,""NS"":0.323988,""CDS"":0.419361,""wT"":0.6,""wN"":0.4}",score>buy,19138526946
2025-11-06T15:16:21.284478+00:00,portfolio_paper_aggressive_trades,FSLR,BUY,3.6292,275.81554,10.0,0.0,0.0,-1000.99,18999.01,3.6292,"{""TS"":0.623336,""NS"":0.348285,""CDS"":0.513316,""wT"":0.6,""wN"":0.4}",score>buy,19140371719
2025-11-06T15:16:21.284625+00:00,portfolio_paper_aggressive_trades,AMZN,BUY,4.0404,247.7475,10.0,0.0,0.0,-1001.0,17998.01,4.0404,"{""TS"":0.570876,""NS"":0.336256,""CDS"":0.477028,""wT"":0.6,""wN"":0.4}",score>buy,19140371719
2025-11-06T15:16:21.284741+00:00,portfolio_paper_aggressive_trades,GOOGL,BUY,3.5165,284.65437,10.0,0.0,0.0,-1000.99,16997.02,3.5165,"{""TS"":0.630809,""NS"":0.225658,""CDS"":0.468749,""wT"":0.6,""wN"":0.4}",score>buy,19140371719
2025-11-06T15:16:21.284833+00:00,portfolio_paper_aggressive_trades,AAPL,BUY,3.7113,269.714445,10.0,0.0,0.0,-1000.99,15996.03,3.7113,"{""TS"":0.561081,""NS"":0.301395,""CDS"":0.457207,""wT"":0.6,""wN"":0.4}",score>buy,19140371719
2025-11-06T15:16:21.284915+00:00,portfolio_paper_aggressive_trades,SNOW,BUY,0.0001,269.0688,10.0,0.0,0.0,-0.03,15996.01,0.0001,"{""TS"":0.527497,""NS"":0.313392,""CDS"":0.441855,""wT"":0.6,""wN"":0.4}",score>buy,19140371719
2025-11-06T15:16:21.284999+00:00,portfolio_paper_aggressive_trades,SNAP,BUY,0.0007,8.4084,10.0,0.0,0.0,-0.01,15996.0,0.0007,"{""TS"":0.561237,""NS"":0.155487,""CDS"":0.398937,""wT"":0.6,""wN"":0.4}",score>buy,19140371719
2025-11-06T15:16:21.285748+00:00,portfolio_paper_reasonable,FSLR,BUY,2.1775,275.81554,10.0,0.0,0.0,-600.59,19399.41,2.1775,"{""TS"":0.623336,""NS"":0.348285,""CDS"":0.513316,""wT"":0.6,""wN"":0.4}",score>buy,19140371719
2025-11-06T15:16:21.285842+00:00,portfolio_paper_reasonable,AMZN,BUY,2.4242,247.7475,10.0,0.0,0.0,-600.59,18798.82,2.4242,"{""TS"":0.570876,""NS"":0.336256,""CDS"":0.477028,""wT"":0.6,""wN"":0.4}",score>buy,19140371719
2025-11-06T15:16:21.285924+00:00,portfolio_paper_reasonable,GOOGL,BUY,2.1099,284.65437,10.0,0.0,0.0,-600.59,18198.23,2.1099,"{""TS"":0.630809,""NS"":0.225658,""CDS"":0.468749,""wT"":0.6,""wN"":0.4}",score>buy,19140371719
2025-11-06T15:16:21.286001+00:00,portfolio_paper_reasonable,AAPL,BUY,2.2268,269.714445,10.0,0.0,0.0,-600.6,17597.63,2.2268,"{""TS"":0.561081,""NS"":0.301395,""CDS"":0.457207,""wT"":0.6,""wN"":0.4}",score>buy,19140371719
2025-11-06T15:16:21.286074+00:00,portfolio_paper_reasonable,SNOW,BUY,2.2321,269.0688,10.0,0.0,0.0,-600.59,16997.04,2.2321,"{""TS"":0.527497,""NS"":0.313392,""CDS"":0.441855,""wT"":0.6,""wN"":0.4}",score>buy,19140371719
2025-11-06T15:16:21.286148+00:00,portfolio_paper_reasonable,DE,BUY,0.0001,474.30383,10.0,0.0,0.0,-0.05,16996.99,0.0001,"{""TS"":0.524521,""NS"":0.232982,""CDS"":0.407905,""wT"":0.6,""wN"":0.4}",score>buy,19140371719
2025-11-06T16:19:13.667858+00:00,portfolio_paper_aggressive_trades,AAPL,BUY,3.6759,272.317045,10.0,0.0,0.0,-1001.01,18998.99,3.6759,"{""TS"":0.625321,""NS"":0.260813,""CDS"":0.479518,""wT"":0.6,""wN"":0.4}",score>buy,19142264239
2025-11-06T16:19:13.668096+00:00,portfolio_paper_aggressive_trades,FSLR,BUY,3.663,273.273,10.0,0.0,0.0,-1001.0,17997.99,3.663,"{""TS"":0.598513,""NS"":0.289251,""CDS"":0.474808,""wT"":0.6,""wN"":0.4}",score>buy,19142264239
2025-11-06T16:19:13.668257+00:00,portfolio_paper_aggressive_trades,GOOGL,BUY,3.5257,283.91363,10.0,0.0,0.0,-1000.99,16997.0,3.5257,"{""TS"":0.616758,""NS"":0.220854,""CDS"":0.458397,""wT"":0.6,""wN"":0.4}",score>buy,19142264239
2025-11-06T16:19:13.668452+00:00,portfolio_paper_aggressive_trades,AMZN,BUY,4.0962,244.37413,10.0,0.0,0.0,-1001.01,15995.99,4.0962,"{""TS"":0.52709,""NS"":0.264116,""CDS"":0.4219,""wT"":0.6,""wN"":0.4}",score>buy,19142264239
2025-11-06T16:19:13.669235+00:00,portfolio_paper_reasonable,AAPL,BUY,2.2055,272.317045,10.0,0.0,0.0,-600.6,19399.4,2.2055,"{""TS"":0.625321,""NS"":0.260813,""CDS"":0.479518,""wT"":0.6,""wN"":0.4}",score>buy,19142264239
2025-11-06T16:19:13.669358+00:00,portfolio_paper_reasonable,FSLR,BUY,2.1978,273.273,10.0,0.0,0.0,-600.6,18798.81,2.1978,"{""TS"":0.598513,""NS"":0.289251,""CDS"":0.474808,""wT"":0.6,""wN"":0.4}",score>buy,19142264239
2025-11-06T16:19:13.669445+00:00,portfolio_paper_reasonable,GOOGL,BUY,2.1154,283.91363,10.0,0.0,0.0,-600.59,18198.21,2.1154,"{""TS"":0.616758,""NS"":0.220854,""CDS"":0.458397,""wT"":0.6,""wN"":0.4}",score>buy,19142264239
2025-11-06T16:19:13.669525+00:00,portfolio_paper_reasonable,AMZN,BUY,2.4577,244.37413,10.0,0.0,0.0,-600.6,17597.62,2.4577,"{""TS"":0.52709,""NS"":0.264116,""CDS"":0.4219,""wT"":0.6,""wN"":0.4}",score>buy,19142264239
2025-11-06T16:19:13.669603+00:00,portfolio_paper_reasonable,DE,BUY,1.271,472.55208,10.0,0.0,0.0,-600.61,16997.0,1.271,"{""TS"":0.499541,""NS"":0.249315,""CDS"":0.399451,""wT"":0.6,""wN"":0.4}",score>buy,19142264239
2025-11-06T16:19:13.669677+00:00,portfolio_paper_reasonable,ARCC,BUY,0.0001,20.275255,10.0,0.0,0.0,-0.0,16997.0,0.0001,"{""TS"":0.440124,""NS"":0.30712,""CDS"":0.386922,""wT"":0.6,""wN"":0.4}",score>buy,19142264239
2025-11-06T17:15:35.915771+00:00,portfolio_paper_aggressive_trades,FSLR,BUY,3.6682,272.88261,10.0,0.0,0.0,-1000.99,18999.01,3.6682,"{""TS"":0.594885,""NS"":0.339273,""CDS"":0.49264,""wT"":0.6,""wN"":0.4}",score>buy,19143859382
2025-11-06T17:15:35.915915+00:00,portfolio_paper_aggressive_trades,AAPL,BUY,3.6891,271.34107,10.0,0.0,0.0,-1001.0,17998.01,3.6891,"{""TS"":0.60925,""NS"":0.308898,""CDS"":0.489109,""wT"":0.6,""wN"":0.4}",score>buy,19143859382
2025-11-06T17:15:35.916021+00:00,portfolio_paper_aggressive_trades,GOOGL,BUY,3.5158,284.71443,10.0,0.0,0.0,-1001.0,16997.01,3.5158,"{""TS"":0.63123,""NS"":0.184683,""CDS"":0.452611,""wT"":0.6,""wN"":0.4}",score>buy,19143859382
2025-11-06T17:15:35.916105+00:00,portfolio_paper_aggressive_trades,AMZN,BUY,4.1051,243.8436,10.0,0.0,0.0,-1001.0,15996.01,4.1051,"{""TS"":0.520841,""NS"":0.276618,""CDS"":0.423152,""wT"":0.6,""wN"":0.4}",score>buy,19143859382
2025-11-06T17:15:35.916187+00:00,portfolio_paper_aggressive_trades,ARCC,BUY,0.0003,20.175155,10.0,0.0,0.0,-0.01,15996.0,0.0003,"{""TS"":0.409804,""NS"":0.30714,""CDS"":0.368739,""wT"":0.6,""wN"":0.4}",score>buy,19143859382
2025-11-06T17:15:35.916866+00:00,portfolio_paper_reasonable,FSLR,BUY,2.2009,272.88261,10.0,0.0,0.0,-600.59,19399.41,2.2009,"{""TS"":0.594885,""NS"":0.339273,""CDS"":0.49264,""wT"":0.6,""wN"":0.4}",score>buy,19143859382
2025-11-06T17:15:35.916964+00:00,portfolio_paper_reasonable,AAPL,BUY,2.2135,271.34107,10.0,0.0,0.0,-600.61,18798.8,2.2135,"{""TS"":0.60925,""NS"":0.308898,""CDS"":0.489109,""wT"":0.6,""wN"":0.4}",score>buy,19143859382
2025-11-06T17:15:35.917049+00:00,portfolio_paper_reasonable,GOOGL,BUY,2.1095,284.71443,10.0,0.0,0.0,-600.61,18198.19,2.1095,"{""TS"":0.63123,""NS"":0.184683,""CDS"":0.452611,""wT"":0.6,""wN"":0.4}",score>buy,19143859382
2025-11-06T17:15:35.917128+00:00,portfolio_paper_reasonable,AMZN,BUY,2.4631,243.8436,10.0,0.0,0.0,-600.61,17597.58,2.4631,"{""TS"":0.520841,""NS"":0.276618,""CDS"":0.423152,""wT"":0.6,""wN"":0.4}",score>buy,19143859382
2025-11-06T17:15:35.917203+00:00,portfolio_paper_reasonable,DE,BUY,1.2737,471.53106,10.0,0.0,0.0,-600.59,16996.99,1.2737,"{""TS"":0.486109,""NS"":0.254771,""CDS"":0.393573,""wT"":0.6,""wN"":0.4}",score>buy,19143859382
2025-11-06T18:21:49.064452+00:00,portfolio_paper_aggressive_trades,FSLR,BUY,3.649,274.319045,10.0,0.0,0.0,-1000.99,18999.01,3.649,"{""TS"":0.608468,""NS"":0.339273,""CDS"":0.50079,""wT"":0.6,""wN"":0.4}",score>buy,19145617299
2025-11-06T18:21:49.064603+00:00,portfolio_paper_aggressive_trades,AAPL,BUY,3.6903,271.25098,10.0,0.0,0.0,-1001.0,17998.01,3.6903,"{""TS"":0.607642,""NS"":0.294974,""CDS"":0.482575,""wT"":0.6,""wN"":0.4}",score>buy,19145617299
2025-11-06T18:21:49.064696+00:00,portfolio_paper_aggressive_trades,GOOGL,BUY,3.5125,284.9847,10.0,0.0,0.0,-1001.01,16997.0,3.5125,"{""TS"":0.633102,""NS"":0.163501,""CDS"":0.445262,""wT"":0.6,""wN"":0.4}",score>buy,19145617299
2025-11-06T18:21:49.064778+00:00,portfolio_paper_aggressive_trades,AMZN,BUY,4.1046,243.87363,10.0,0.0,0.0,-1001.0,15996.0,4.1046,"{""TS"":0.521191,""NS"":0.266238,""CDS"":0.41921,""wT"":0.6,""wN"":0.4}",score>buy,19145617299
2025-11-06T18:21:49.065451+00:00,portfolio_paper_reasonable,FSLR,BUY,2.1894,274.319045,10.0,0.0,0.0,-600.59,19399.41,2.1894,"{""TS"":0.608468,""NS"":0.339273,""CDS"":0.50079,""wT"":0.6,""wN"":0.4}",score>buy,19145617299
2025-11-06T18:21:49.065545+00:00,portfolio_paper_reasonable,AAPL,BUY,2.2142,271.25098,10.0,0.0,0.0,-600.6,18798.8,2.2142,"{""TS"":0.607642,""NS"":0.294974,""CDS"":0.482575,""wT"":0.6,""wN"":0.4}",score>buy,19145617299
2025-11-06T18:21:49.065630+00:00,portfolio_paper_reasonable,GOOGL,BUY,2.1075,284.9847,10.0,0.0,0.0,-600.61,18198.2,2.1075,"{""TS"":0.633102,""NS"":0.163501,""CDS"":0.445262,""wT"":0.6,""wN"":0.4}",score>buy,19145617299
2025-11-06T18:21:49.065708+00:00,portfolio_paper_reasonable,AMZN,BUY,2.4628,243.87363,10.0,0.0,0.0,-600.61,17597.58,2.4628,"{""TS"":0.521191,""NS"":0.266238,""CDS"":0.41921,""wT"":0.6,""wN"":0.4}",score>buy,19145617299
2025-11-06T18:21:49.065784+00:00,portfolio_paper_reasonable,DE,BUY,1.2771,470.25979,10.0,0.0,0.0,-600.57,16997.02,1.2771,"{""TS"":0.470417,""NS"":0.263987,""CDS"":0.387845,""wT"":0.6,""wN"":0.4}",score>buy,19145617299
2025-11-06T18:21:49.065855+00:00,portfolio_paper_reasonable,NET,BUY,0.0001,223.50328,10.0,0.0,0.0,-0.02,16996.99,0.0001,"{""TS"":0.39856,""NS"":0.360504,""CDS"":0.383337,""wT"":0.6,""wN"":0.4}",score>buy,19145617299
2025-11-06T18:28:16.099259+00:00,portfolio_paper_aggressive_trades,FSLR,BUY,3.649,274.319045,10.0,0.0,0.0,-1000.99,18999.01,3.649,"{""TS"":0.608468,""NS"":0.339273,""CDS"":0.50079,""wT"":0.6,""wN"":0.4}",score>buy,19145843838
2025-11-06T18:28:16.099412+00:00,portfolio_paper_aggressive_trades,AAPL,BUY,3.6903,271.25098,10.0,0.0,0.0,-1001.0,17998.01,3.6903,"{""TS"":0.607642,""NS"":0.294974,""CDS"":0.482575,""wT"":0.6,""wN"":0.4}",score>buy,19145843838
2025-11-06T18:28:16.099505+00:00,portfolio_paper_aggressive_trades,GOOGL,BUY,3.5125,284.9847,10.0,0.0,0.0,-1001.01,16997.0,3.5125,"{""TS"":0.633102,""NS"":0.163501,""CDS"":0.445262,""wT"":0.6,""wN"":0.4}",score>buy,19145843838
2025-11-06T18:28:16.099587+00:00,portfolio_paper_aggressive_trades,AMZN,BUY,4.1046,243.87363,10.0,0.0,0.0,-1001.0,15996.0,4.1046,"{""TS"":0.521191,""NS"":0.266238,""CDS"":0.41921,""wT"":0.6,""wN"":0.4}",score>buy,19145843838
2025-11-06T18:28:16.100294+00:00,portfolio_paper_reasonable,FSLR,BUY,2.1894,274.319045,10.0,0.0,0.0,-600.59,19399.41,2.1894,"{""TS"":0.608468,""NS"":0.339273,""CDS"":0.50079,""wT"":0.6,""wN"":0.4}",score>buy,19145843838
2025-11-06T18:28:16.100395+00:00,portfolio_paper_reasonable,AAPL,BUY,2.2142,271.25098,10.0,0.0,0.0,-600.6,18798.8,2.2142,"{""TS"":0.607642,""NS"":0.294974,""CDS"":0.482575,""wT"":0.6,""wN"":0.4}",score>buy,19145843838
2025-11-06T18:28:16.100483+00:00,portfolio_paper_reasonable,GOOGL,BUY,2.1075,284.9847,10.0,0.0,0.0,-600.61,18198.2,2.1075,"{""TS"":0.633102,""NS"":0.163501,""CDS"":0.445262,""wT"":0.6,""wN"":0.4}",score>buy,19145843838
2025-11-06T18:28:16.100612+00:00,portfolio_paper_reasonable,AMZN,BUY,2.4628,243.87363,10.0,0.0,0.0,-600.61,17597.58,2.4628,"{""TS"":0.521191,""NS"":0.266238,""CDS"":0.41921,""wT"":0.6,""wN"":0.4}",score>buy,19145843838
2025-11-06T18:28:16.100727+00:00,portfolio_paper_reasonable,DE,BUY,1.2771,470.25979,10.0,0.0,0.0,-600.57,16997.02,1.2771,"{""TS"":0.470417,""NS"":0.263987,""CDS"":0.387845,""wT"":0.6,""wN"":0.4}",score>buy,19145843838
2025-11-06T18:28:16.100836+00:00,portfolio_paper_reasonable,NET,BUY,0.0001,223.50328,10.0,0.0,0.0,-0.02,16996.99,0.0001,"{""TS"":0.39856,""NS"":0.360504,""CDS"":0.383337,""wT"":0.6,""wN"":0.4}",score>buy,19145843838
2025-11-06T19:12:44.869203+00:00,portfolio_paper_aggressive_trades,FSLR,BUY,3.6275,275.94567,10.0,0.0,0.0,-1000.99,18999.01,3.6275,"{""TS"":0.624666,""NS"":0.351288,""CDS"":0.515315,""wT"":0.6,""wN"":0.4}",score>buy,19146951789
2025-11-06T19:12:44.869368+00:00,portfolio_paper_aggressive_trades,AAPL,BUY,3.6797,272.03176,10.0,0.0,0.0,-1001.0,17998.01,3.6797,"{""TS"":0.620864,""NS"":0.327371,""CDS"":0.503467,""wT"":0.6,""wN"":0.4}",score>buy,19146951789
2025-11-06T19:12:44.869467+00:00,portfolio_paper_aggressive_trades,GOOGL,BUY,3.4877,287.00672,10.0,0.0,0.0,-1000.99,16997.02,3.4877,"{""TS"":0.646118,""NS"":0.178255,""CDS"":0.458973,""wT"":0.6,""wN"":0.4}",score>buy,19146951789
2025-11-06T19:12:44.869556+00:00,portfolio_paper_aggressive_trades,SNOW,BUY,3.7529,266.72646,10.0,0.0,0.0,-1001.0,15996.02,3.7529,"{""TS"":0.503133,""NS"":0.342729,""CDS"":0.438971,""wT"":0.6,""wN"":0.4}",score>buy,19146951789
2025-11-06T19:12:44.869639+00:00,portfolio_paper_aggressive_trades,AMZN,BUY,0.0001,244.95471,10.0,0.0,0.0,-0.02,15996.0,0.0001,"{""TS"":0.534113,""NS"":0.284221,""CDS"":0.434156,""wT"":0.6,""wN"":0.4}",score>buy,19146951789
2025-11-06T19:12:44.870365+00:00,portfolio_paper_reasonable,FSLR,BUY,2.1765,275.94567,10.0,0.0,0.0,-600.6,19399.4,2.1765,"{""TS"":0.624666,""NS"":0.351288,""CDS"":0.515315,""wT"":0.6,""wN"":0.4}",score>buy,19146951789
